profile_id,job_title,country,start_date,end_date,company,position_in_career
186,Python Developer,sweden,2013-03,2015-08,Lamoda Group,1
187,Software Engineer,sweden,2024-06,,Volvo Cars,9
187,Technical Consultant,sweden,2023-01,2024-06,Nexer Group,8
187,Technical Specialist,sweden,2021-10,2023-01,Wiley Global Technology (Pvt) Limited,7
187,Technical Lead,sweden,2018-05,2021-10,Softcodeit Solutions (Pvt) Ltd.,6
187,Associate Technical Lead,sweden,2016-07,2018-04,Persistent Systems,5
187,Senior Software Engineer,sweden,2013-09,2016-06,,4
187,Software Engineer,sweden,2012-09,2013-09,,3
187,Associate Software Engineer,sweden,2011-09,2012-09,,2
187,Associate Software Engineer,sweden,2010-03,2010-08,Science Land Software (Pvt) Ltd,1
188,Software Engineer,sweden,2020-02,,Google,7
188,Senior Quantitative Researcher,sweden,2019-01,2020-02,WorldQuant,6
188,Quantitative Researcher,sweden,2017-07,2019-01,WorldQuant,5
188,Data Science Intern,sweden,2017-05,2017-06,ShareChat,4
188,Research Intern,sweden,2016-05,2016-07,Adobe,3
188,Research Intern,sweden,2016-01,2016-04,"Prof. Vimal Kumar, Applied Game Theory",2
188,Research Intern,sweden,2015-05,2015-07,Prof. Praveen Paruchuri,1
189,Software Engineer,sweden,2023-08,,Microsoft,5
189,Senior Software Engineer,sweden,2022-01,2023-08,Nuance Communications,4
189,Deployment Engineer,sweden,2020-01,2021-12,,3
189,JavaScript Developer,sweden,2018-08,2020-01,,2
189,Frontend Web Developer,sweden,2017-07,2018-08,One Planet Rating,1
190,Software Engineer,sweden,2023-12,,Lund University,11
190,Code Mentor,sweden,2023-06,,Pink Programming,10
190,Software Engineer | Founder,sweden,2022-03,2024-04,TeamUpNow.tech,9
190,Data Scientist,sweden,2020-09,2021-09,Godoro,8
190,Data Scientist,sweden,2020-02,2021-01,Istanbul Egetim Merkezi,7
190,English Second Language Tutor,sweden,2007-08,2018-08,Self-Employed,6
190,English Second Language Teacher,sweden,2017-11,2018-04,English Time,5
190,University Teacher,sweden,2016-08,2017-09,,4
190,Lyceum Teacher,sweden,2016-08,2017-09,,3
190,English Second Language Teacher,sweden,2010-09,2013-06,U.S. Embassy Tashkent,2
190,Teacher at Orphanage House,sweden,2010-09,2013-06,,1
191,Software Engineer,sweden,2024-04,,Swedbank,8
191,Senior Software Developer,sweden,2019-02,2024-03,Nexer Group,7
191,Full-stack Developer,sweden,2021-10,2023-03,"Jeppesen, a Boeing Company",6
191,Developer,sweden,2020-12,2021-10,Telia,5
191,Developer,sweden,2020-01,2020-04,Volvo Financial Services,4
191,Software Developer,sweden,2016-08,2019-01,SAP,3
191,Working Student,sweden,2016-02,2016-07,SAP,2
191,Internship,sweden,2015-06,2016-01,QIAGEN,1
192,Senior Software Engineer,sweden,2025-04,,Voi Technology,7
192,Senior Software Engineer,sweden,2023-10,2025-04,Volvo Cars,6
192,Backend Developer,sweden,2020-02,2023-10,Volvo Car Mobility,5
192,Software Engineer,sweden,2016-08,2020-02,Klarna,4
192,QA Engineer,sweden,2016-02,2016-07,Quinyx,3
192,Senior Consultant,sweden,2011-04,2015-10,ThoughtWorks,2
192,Consultant,sweden,2011-03,2014-11,ThoughtWorks,1
193,Software Engineer,sweden,2025-08,,Hitachi Energy,5
193,DevOps Engineer,sweden,2022-11,2025-07,Öresundskraft,4
193,Consultant,sweden,2021-08,2022-11,CGI,3
193,Developer,sweden,2021-06,2021-08,Axis Communications,2
193,Bachelor Thesis,sweden,2021-01,2021-06,Axiell Group,1
194,Software Engineer,sweden,2022-06,,Neo4j,8
194,Frontend Developer,sweden,2021-08,2022-02,Technigo,7
194,"Revenue Manager, APAC",sweden,2019-04,2022-02,Qlik,6
194,"Team Lead Revenue, APAC",sweden,2015-04,2019-03,Qlik,5
194,Revenue Accountant,sweden,2013-10,2015-03,Qlik,4
194,Global Development Program,sweden,2012-02,2012-05,AIESEC Peru,3
194,Local Committee Vice President,sweden,2011-08,2012,AIESEC,2
194,Supplemental Instruction Leader in Mandarin Chinese,sweden,2011-09,2011-12,Lund University,1
195,Web Developer,sweden,2018-02,,Spotify,7
195,Full Stack Web Developer,sweden,2016-10,2018-01,Bravi Software,6
195,Developer/Data Scientist,sweden,2016-03,2016-10,,5
195,Software Engineer,sweden,2014-03,2016-03,,4
195,Co-owner/Developer,sweden,2012-09,2013-12,Dauphin.cc,3
195,"Owner of Undergraduated Scholarship (Research, Extension and Education)",sweden,2009-10,2013-03,PET Computação,2
195,Owner of Undergraduated Volunteer Scolarship (Parallel and Distributed Programming),sweden,2009-03,2009-10,,1
196,Software Engineer,sweden,2025-03,,Sellpy,3
196,Software Developer,sweden,2022-09,2025-03,Omegapoint,2
196,Fullstack Developer (voluntary work),sweden,2020-11,2022-09,Uppsala Systemvetare,1
197,Software Engineer,sweden,2019-08,,Cisco,10
197,Master thesis: Back-end developer,sweden,2019-01,2019-07,Cisco,9
197,Service Engineer,sweden,2017-05,2019-08,Teracom AB,8
197,"Teaching assistant in ""Operating Systems"" (ID1206)",sweden,2018-10,2018-12,Royal Institute of Technology,7
197,"Teaching assistant in ""Distributed Systems, Basic Course"" (ID2201)",sweden,2018-08,2018-10,Royal Institute of Technology,6
197,"Teaching assistant in ""Operating systems"" (ID1206)",sweden,2017-10,2017-12,Royal Institute of Technology,5
197,Summer job: Back-end developer,sweden,2017-06,2017-07,Anchr,4
197,Bachelor thesis: Back-end developer,sweden,2017-04,2017-06,Anchr,3
197,Studybuddy,sweden,2013-06,2016-12,Studybuddy AB,2
197,R&D Management Support,sweden,2013-06,2014-04,Ericsson,1
198,Software Engineer,sweden,2023-01,,Plejd,11
198,Freelance Software Developer,sweden,2011-11,,In Love With Code,10
198,Author,sweden,2013-04,,Pluralsight,9
198,Software Developer,sweden,2020-01,2023-04,Greenbyte,8
198,"Software Developer, Cloud Architect",sweden,2014-11,2020-01,Konstrukt AB,7
198,Host,sweden,2013-04,2014-06,Get Up and Code Podcast,6
198,System developer,sweden,2012-04,2013-09,,5
198,Internship,sweden,2012-01,2012-04,,4
198,Technical Evangelist,sweden,2012-07,2013-08,Telerik,3
198,Internship,sweden,2012-02,2012-04,Sprawl,2
198,Web administrator,sweden,2008-11,2011-07,Crazy Piano Nightclub,1
199,SW Release Responsible,sweden,2022-01,,Amaris Consulting,4
199,System Test Lead,sweden,2021-07,2022-01,Bosch Engineering and Business Solutions,3
199,Senior Software Engineer,sweden,2017-07,2021-06,Bosch Engineering and Business Solutions,2
199,Software Engineer,sweden,2014-06,2017-06,Bosch Engineering and Business Solutions,1
200,Lecturer in Software Engineering,sweden,2010,,Blekinge Institute of Technology,6
200,Researcher - Requirements Engineering (PhD Studies),sweden,2006,2010,Blekinge Institute of Technology,5
200,Lecturer,sweden,2001-09,2006-07,Blekinge Institute of Technology,4
200,Visiting researcher,sweden,2007,2009,Ericsson AB,3
200,"Software designer, Developer",sweden,2000-04,2000-08,Georgian Consulting Group,2
200,"Database designer, Developer",sweden,1997,2000,Georgian Technical University,1
201,Embedded Software Developer,sweden,2022-09,,Volvo Trucks,6
201,Embedded Software Developer,sweden,2021-09,2022-09,Focus Corporation,5
201,End-of-studies internship,sweden,2021-03,2021-07,Sofia Technologies,4
201,Intern,sweden,2020-07,2020-08,ITS Photovoltaique,3
201,Chairwoman,sweden,2019-06,2020-07,WIE ENIT Affinity Group,2
201,Intern,sweden,2019-07,2019-08,Société des Ciments Gabes,1
202,Sharepoint Developer,sweden,2025-05,,Axis Communications,5
202,Application Consultant,sweden,2024-09,,Nexer Group,4
202,Internship - System Development,sweden,2024-02,2024-05,XLENT,3
202,Operative Buyer,sweden,2018-12,2022-04,Centralteknik,2
202,Warehouse Manager,sweden,2017-12,2018-12,Centralteknik,1
203,System Developer,sweden,2025-03,,Varbergs kommun,4
203,Software Engineer,sweden,2021-11,2025-03,ALTEN,3
203,.NET Developer,sweden,2021-12,2024-01,Volvo Cars,2
203,Temporary Worker,sweden,2018-04,2021-06,"Hemtjänsten, Ström",1
204,Technical Lead,sweden,2024-10,,Simployer Sverige,6
204,Full Stack Senior Developer,sweden,2021-08,2024-09,Simployer Sverige,5
204,Specialist Software Engineer,sweden,2021-01,2021-07,LTI - Larsen & Toubro Infotech,4
204,Consultant,sweden,2019-07,2020-12,LTI - Larsen & Toubro Infotech,3
204,Senior Software Engineer,sweden,2016-07,2019-06,LTI - Larsen & Toubro Infotech,2
204,Software Engineer,sweden,2013-02,2016-06,LTI - Larsen & Toubro Infotech,1
205,Software Test Engineer,sweden,2022-05,2025-08,Harman connected Services,1
206,Teaching Assistant,sweden,2022-09,,Mälardalen University,8
206,PHD Researcher,sweden,2022-06,,Mälardalen University,7
206,Master's student,sweden,2021-08,2022-06,Mälardalen University,6
206,Technical Project Manager — Electrical & Control Panels (MV/LV),sweden,2017-06,2020-09,Bargh Asan Company,5
206,R&D Engineer — Electrical & Control Panels (LV/MV),sweden,2012-04,2017-05,Bargh Asan Company,4
206,Member Board Of Directors,sweden,2016,2020,Niroo Basamad electricity transmission company,3
206,Quality Control Engineer,sweden,2011,2012,Sina wire & cable company,2
206,Electrical Workshop Mentor,sweden,2009-09,2010-06,Azad University,1
207,Software Verification Engineer,sweden,2023-08,,Volvo Construction Equipment,9
207,Verification Engineer (A hub consultant),sweden,2023-08,2024-11,Volvo Construction Equipment,8
207,Student,sweden,2020-08,2023-08,Mälardalen University,7
207,Project Manager,sweden,2022-08,2023-02,Telavox,6
207,System Administrator,sweden,2022-06,2022-08,Hästens Beds,5
207,Software Programmer,sweden,2021-06,2021-08,ABB,4
207,Computer Technician,sweden,2014-10,2017-12,Our lady of africa,3
207,ICT Teaching Assistant,sweden,2015-05,2016-10,Cavendish University Uganda,2
207,IT Support Technician,sweden,2013-06,2013-08,"Kibs Technology Limited, Uganda",1
208,Software Engineer,sweden,2022-08,,Sogeti,6
208,Student | System developer,sweden,2019-09,2022-08,Malmö universitet,5
208,Marketing & PR Coordinator,sweden,2011-09,2017-07,Kulturbolaget,4
208,Marketing Coordinator,sweden,2012-08,2013-05,Kulturbolaget,3
208,Marketing Assistant,sweden,2011-09,2012-08,Kulturbolaget,2
208,Barnprogramledare,sweden,2011-11,2012-06,SVT,1
209,Senior DevSecOps Engineer,sweden,2026-01,,Sveriges riksbank,13
209,Senior Software Engineer | DevSecOps Consultant,sweden,2020-06,,SULI IT AB,12
209,Senior Software Engineer,sweden,2024-10,2025-09,Wolt,11
209,Senior DevOps Engineer,sweden,2021-09,2024-11,Klarna,10
209,DevOps Engineer,sweden,2018-09,2021-09,Scania Group,9
209,Software Test Engineer,sweden,2018-06,2018-08,BOMBARDIER,8
209,Master Thesis,sweden,2018-01,2018-06,,7
209,Software Developer,sweden,2017-10,2018-01,Volvo Construction Equipment,6
209,Artificial Intelligence Researcher,sweden,2017-05,2017-08,Fachhochschule Nordwestschweiz FHNW,5
209,Student Assistant,sweden,2016-11,2017-05,University of Camerino,4
209,Community Business Manager,sweden,2016-05,2016-10,Protik Innovation Center,3
209,Software Developer,sweden,2016-06,2016-08,kreatx,2
209,Database Developer,sweden,2016-02,2016-04,MGC - Metropolitan Geospatial Center,1
210,Software Engineer,sweden,2022-01,,Raiffeisen BANK dd BIH,3
210,Frontend Developer,sweden,2021-06,2021-07,Devla GmbH,2
210,Frontend Developer,sweden,2020-06,2021-05,Commerce Care d.o.o. - DACH,1
211,Senior Software Engineer,sweden,2022-12,,AstraZeneca,6
211,Consulting Engineer,sweden,2021-02,2022-12,Cisco,5
211,Senior Analyst,sweden,2019-08,2021-02,Barclays Investment Bank,4
211,Analyst,sweden,2018-01,2019-07,Barclays Investment Bank,3
211,Senior Software Engineer,sweden,2017-08,2018-01,Larsen & Toubro Infotech Ltd (LTI),2
211,Software Engineer,sweden,2014-01,2017-08,Larsen & Toubro Infotech Ltd (LTI),1
212,Integration Developer,sweden,2023-05,,Sweco,6
212,Data Promotion Coordinator,sweden,2023-03,2023-05,Carlsberg Group,5
212,Data Analyst,sweden,2022-05,2022-09,VetFamily,4
212,Data Scientist,sweden,2022-03,2022-05,Syndata AB,3
212,Software Engineer,sweden,2017-12,2021-07,EY,2
212,Software Engineer,sweden,2017-09,2021-07,Tata Consultancy Services,1
213,Programming Analyst,sweden,2024-10,2025-09,SANE Digital,5
213,Deputy Project Leader & Backend Developer,sweden,2023-03,2024-07,A2SV | Africa to Silicon Valley,4
213,Community Head of Education,sweden,2022-07,2023-02,A2SV,3
213,Product Manager,sweden,2021-04,2021-12,Eskalate,2
213,Frontend Developer,sweden,2020-06,2020-09,Teraki App,1
214,Software Engineer,sweden,2023-08,,Sogeti,6
214,Dental Assistant,sweden,2019-02,2021-11,Folktandvården Uppsala län,5
214,Waitress,sweden,2016-06,2019-09,Restaurang Plock,4
214,Teacher Assistant,sweden,2016-03,2017-09,Videskolan,3
214,Dental Assistant,sweden,2015-01,2016-05,Alpha Dental Care,2
214,Waitress,sweden,2014-01,2014-09,Hodja,1
215,FullStack Developer (Intern),sweden,2025-02,2025-08,Talking to me,5
215,Full Stack Developer (Student),sweden,2023-09,2025-06,Chas Academy,4
215,Web Developer,sweden,2023-01,2023-08,MG Sustainable Engineering,3
215,Back End Developer,sweden,2022-02,2022-12,tretton37,2
215,Back End Developer,sweden,2015-03,2019-09,Sanat & Madan,1
216,Machine Learning Engineer,sweden,2019-04,,ASSA ABLOY Group,4
216,Student Researcher,sweden,2016-07,2018-03,Sony,3
216,Senior Software Engineer,sweden,2014-03,2015-07,Samsung Electronics (Bangladesh R&D Center),2
216,Software Engineer,sweden,2011-10,2014-03,Samsung Electronics (Bangladesh R&D Center),1
217,Senior Software Engineer,sweden,2024-07,,Volkswagen Group Technology Solutions India,3
217,Application Developer,sweden,2022-02,2024-07,IBM,2
217,Application Developer,sweden,2021-02,2023-05,IBM,1
218,Software Engineer,sweden,2024-11,2025-05,Lynk & Co,3
218,Quality Assurance Engineer,sweden,2021-11,2022-07,Grand Era Ltd,2
218,Senior Lecturer,sweden,2012-12,2020-06,Korkyt Ata Kyzylorda State University,1
219,Senior Software Engineer,sweden,2019-04,2023-04,Aon,2
219,System Engineer,sweden,2016-06,2019-03,IQVIA,1
220,Senior Software Engineer,sweden,2020-08,2022-08,EdTech Group,5
220,Senior Software Engineer,sweden,2019-05,2020-07,DataQuint,4
220,Software Engineer,sweden,2017-11,2019-05,Embla Software Innovation (pvt) Ltd,3
220,Software Engineer,sweden,2016-07,2017-11,Inexis Consulting,2
220,Associate Software Engineer,sweden,2014-12,2016-06,enTrust & Title,1
221,Senior Software Developer,sweden,2024-09,2025-03,Paf - Games Sport Casino,16
221,Senior Software Developer,sweden,2020-11,2023-06,PostNord,15
221,Senior Software Developer,sweden,2020-02,2020-04,NetEnt,14
221,Senior Software Developer,sweden,2019-03,2019-12,Telenor,13
221,Consultant,sweden,2019-02,2019-12,Just Tech,12
221,Senior Software Developer,sweden,2018-01,2018-12,Behpardaz Hamrah Samaneh Aval (Behsa),11
221,Performance Engineer,sweden,2016-07,2017-04,Nokia,10
221,Senior Software Developer,sweden,2015-04,2016-05,HyperOffice,9
221,Service Information Developer,sweden,2011-07,2014-07,HP,8
221,Master Student,sweden,2010-09,2013-03,IT University of Gothenburg,7
221,Software Developer,sweden,2010-01,2010-07,Behpardakht Mellat (Payment Service Provider),6
221,Software Developer,sweden,2009-05,2009-12,Padidpardaz Engineering Company - PDP,5
221,Software Developer,sweden,2008-03,2009-03,M-Creations/Tanpad,4
221,Software Developer,sweden,2005-11,2007-10,Pragmaxus,3
221,Software Developer,sweden,2005-01,2005-10,Kafa/ Hesab - O - Andisheh Co.,2
221,Software Developer,sweden,2003-01,2005-02,Asre Danesh Afzar,1
222,Senior Software Engineer,sweden,2025-03,,Altimetrik,6
222,Senior Software Engineer,sweden,2024-04,2025-03,GlobalLogic,5
222,Software Engineer,sweden,2022-03,2024-04,Expedia,4
222,Application Developer,sweden,2020-02,2022-02,Contus,3
222,Automation intern,sweden,2019-01,2019-05,Oracle,2
222,Test Analyst,sweden,2015-12,2017-08,Cognizant,1
223,Software Engineer,sweden,2022-05,,Spotify,7
223,iOS Developer,sweden,2022-01,2022-05,Kiliaro,6
223,iOS Developer,sweden,2020-12,2022-02,Tosee Saman,5
223,Remote iOS developer,sweden,2019-12,2022-01,Freelance,4
223,iOS Developer,sweden,2017-10,2022-01,Freelance,3
223,Founder,sweden,2020-01,2021-12,Self-employed,2
223,Programming,sweden,2015-10,2017-10,Freelance,1
224,Software Engineer - Safe Vehicle Automation,sweden,2025-06,,Volvo Cars,20
224,Software Engineer - Climate Control & Calibration HMI,sweden,2024-06,2025-05,Volvo Cars,19
224,"Global Graduate - Software Engineer, AI & Robotics Lab",sweden,2024-03,2024-07,Volvo Cars,18
224,"Global Graduate - iOS Developer, Mobile Experience Cluster - Car Communications Team",sweden,2023-09,2024-03,Volvo Cars,17
224,"Global Graduate - Data Analyst, Global Marketing Analytics",sweden,2023-05,2023-09,Volvo Cars,16
224,"Global Graduate - Associate Product Manager, Fleet Business Purchase Team",sweden,2023-01,2023-05,Volvo Cars,15
224,"Global Graduate - Software Developer, Vehicle Propulsion ECU Platform Team",sweden,2022-08,2023-01,Volvo Cars,14
224,Industrial PHD Student,sweden,2025-06,,"WASP – Wallenberg AI, Autonomous Systems and Software Program",13
224,Product Lead,sweden,2023-01,2024-07,GainEx Labs,12
224,Associate Product Manager,sweden,2022-01,2023-01,GainEx Labs,11
224,Research Intern,sweden,2022-07,2022-08,EPFL (École polytechnique fédérale de Lausanne),10
224,Graduate Teaching Assistant - Data Analytics & Big Data Science Courses,sweden,2022-01,2022-05,Carnegie Mellon University Africa,9
224,Graduate Teaching Assistant - Fundamentals of Programming and Problem Solving Course,sweden,2021-09,2022-01,Carnegie Mellon University Africa,8
224,Data Science Consultant,sweden,2022-01,2022-05,Bboxx,7
224,"Club President, Techy Talkers Toastmasters Club",sweden,2020-11,2021-12,Toastmasters International,6
224,Software Engineering Intern,sweden,2021-06,2021-09,Rwanda Revenue Authority,5
224,Member,sweden,2018-03,2021-06,Developers in Vogue,4
224,Software Engineer,sweden,2019-06,2020-07,SnooCODE,3
224,Data Science Fellow,sweden,2020-02,2020-05,Blossom Academy,2
224,Intern,sweden,2017-12,2018-02,"Volta River Authority, MIS Department",1
225,Software Engineer,sweden,2022-08,,1337,10
225,Software Engineer,sweden,2022-08,,Apple,9
225,Team Lead,sweden,2021-03,2022-09,Axis Communications,8
225,Software Engineer,sweden,2020-07,2022-09,Axis Communications,7
225,Student Backend Developer,sweden,2019-12,2020-07,,6
225,Project Manager,sweden,2019-03,2019-07,PDFfiller.com,5
225,Frontend Engineer,sweden,2018-09,2019-03,PDFfiller.com,4
225,Full-stack JavaScript developer,sweden,2018-03,2018-08,Mobilunity,3
225,Front End Developer,sweden,2017-04,2018-04,RevolverFactory AS,2
225,Front-end coach,sweden,2017-01,2017-04,CyberBionic Systematics,1
226,Founding Product Designer,sweden,2019-07,,UI Bakery,6
226,Low-code and Webflow developer,sweden,2022-08,2025-11,Self-Employed,5
226,Product Designer,sweden,2019-07,2022-01,Akveo,4
226,Senior UX/UI Designer,sweden,2018-02,2019-09,Akveo,3
226,UX/UI Designer,sweden,2016-04,2018-02,EffectiveSoft Corporation,2
226,web-designer,sweden,2015-01,2016-04,freelance,1
227,Digitalization Project Manager,sweden,2024-12,,Region Skåne,5
227,Business Analyst,sweden,2023-01,2024-12,Capgemini,4
227,Low Code Developer/IT-Coordinator,sweden,2022-01,2023-01,Malmö stad,3
227,Process Owner / Labor Market Secretary,sweden,2018-07,2021-12,Malmö stad,2
227,Activity Leader,sweden,2016-05,2018-07,Malmö stad,1
228,Fullstack Developer and Low Code Developer,sweden,2025-05,,Sopra Steria,4
228,Developer,sweden,2022-11,2025-05,Flowfactory,3
228,Frontend Developer,sweden,2018-04,2022-09,Lindex,2
228,Visual Merchandiser,sweden,2016-12,2018-03,Lindex,1
229,Tech Lead,sweden,2023-09,,Red Buffer,5
229,Head of Artificial Intelligence,sweden,2022-03,2023-08,Red Buffer,4
229,Tech Lead,sweden,2021-10,2022-02,Red Buffer,3
229,Artificial Intelligence Engineer,sweden,2017-03,2018-12,Codistan,2
229,Embedded System Engineer,sweden,2016-12,2017-03,Codistan,1
230,Web Developer,sweden,2024-12,,Studio Mione,4
230,Low code/ Fullstack Developer,sweden,2024-01,2024-05,Bright Skills,3
230,Frontend Developer,sweden,2023-09,2023-10,SINOM,2
230,Preschool Teacher,sweden,2018-01,2022-06,Göteborgs Stad,1
231,Software Developer / Power Platform & Dynamics 365,sweden,2025-02,,Digia Plc,8
231,Power Platform Consultant,sweden,2024-01,2025-02,Bofor,7
231,Software Developer,sweden,2022-09,2023-11,Avanade,6
231,Language Teacher,sweden,2021-08,2022-07,,5
231,Language Teacher,sweden,2018-08,2021-07,,4
231,Class Teacher,sweden,2017-08,2018-07,,3
231,Language Teacher,sweden,2016-11,2017-06,Seinäjoen kaupunki - City of Seinäjoki,2
231,Waiter,sweden,2014-10,2016-12,Sokos Hotels,1
232,OutSystems Intern,sweden,2024-11,2025-05,Bright Skills,2
232,Customer Service Specialist,sweden,2015-03,2018-10,Transilvania Bank,1
233,Technical Product Manager - Low Code,sweden,2022-01,,Beazley,8
233,RPA Software Engineer,sweden,2017-09,,Beazley,7
233,Senior Software Developer,sweden,2016-02,2017-09,Geoban UK,6
233,Software Developer,sweden,2014-06,2016-02,BABEL,5
233,Software Developer,sweden,2012-03,2014-05,Zimasolutions,4
233,Technical Customer Service,sweden,2011-07,2012-03,Lycatel,3
233,Software Developer Internship,sweden,2009-10,2009-12,Omnitel,2
233,Software Developer Internship,sweden,2009-08,2009-09,Stamford Hill Computers,1
234,Software Developer,sweden,2025-07,,TRATON GROUP,16
234,Software Developer,sweden,2024-07,2025-06,Scania Group,15
234,Software Engineer Trainee,sweden,2024-09,2025-03,,14
234,Low-code Developer,sweden,2024-01,2024-07,Bengt Dahlgren,13
234,Programming Teacher,sweden,2022-08,2024-01,friendtivity,12
234,Medical Receptionist,sweden,2023-06,2023-08,BROMMAAKUTEN AB,11
234,Teaching Assistant EECS Database Technology,sweden,2021-06,2022-05,Kungliga Tekniska högskolan,10
234,Student Mentor,sweden,2019-09,2021-07,Kungliga Tekniska högskolan,9
234,Work as a mentor,sweden,,,KTH,8
234,Supplemental Instruction Leader,sweden,2020-10,2021-05,,7
234,Graphic Profile: Project SI-gymnasiet,sweden,2019-10,2020-02,,6
234,Business Management Intern,sweden,2021-06,2021-07,ASSA ABLOY Opening Solutions,5
234,Supplemental Instruction leader,sweden,2019-10,2020-03,Täby kommun,4
234,Substitute Teacher,sweden,2019-03,2020-02,Lärarjouren,3
234,Retail support,sweden,2019-06,2019-09,PostNord Sverige,2
234,Housekeeper,sweden,2015-10,2018-08,MÄLARÖ STÄDSERVICE AB,1
235,"Technical Product Manager - Low code, automation and AI",sweden,2021-02,,Ericsson,8
235,Agile Delivery Manager,sweden,2019-09,2021-02,PwC UK,7
235,Business Application Manager - UKIT,sweden,2015-10,2019-09,PwC UK,6
235,SAP & Navision Change Management Consultant,sweden,2013-02,2015-06,VINCI Energies,5
235,Google Apps Change Management - Junior Project Manager,sweden,2012-01,2012-06,Valeo,4
235,Commercial Coordinator,sweden,2011-07,2011-08,Interdean,3
235,Receptionist / Banking Advices,sweden,2010-12,2011-05,Credit Lyonnais,2
235,Translator & Logistics,sweden,2010-07,2010-08,Pucest Protect,1
236,Data Engineering Specialization,sweden,,2024-11,IBM,2
236,Rapid Developer,sweden,,2023-06,Mendix,1
237,Software Engineer,sweden,2024-10,,Capgemini,4
237,Low Code Developer,sweden,2022-06,2023-07,S4Digital,3
237,Associate Software Engineer,sweden,2021-07,2022-05,"FINCA Microfinance Bank Ltd, Pakistan",2
237,Junior Application Engineer,sweden,2018-03,2019-04,"FINCA Microfinance Bank Ltd, Pakistan",1
238,Microsoft Dynamics 365 Specialist,sweden,2024-12,,Manta Marine Technologies,9
238,Microsoft 365 Consultant,sweden,2023-10,2024-10,Addovation,8
238,Product & Delivery IT Consultant,sweden,2022-08,2023-10,Addovation,7
238,IT Support Administrator,sweden,2019-10,2022-08,STENA RECYCLING INTERNATIONAL AB,6
238,Web Developer Internship,sweden,2018-04,2018-06,Logiken Reklambyrå AB,5
238,Translator,sweden,2012,2016,Ling2ling,4
238,Office Assistant,sweden,2011,2012,Orica,3
238,English Language Teacher,sweden,2008,2011,Elementary and Lower Secondary School No. 16,2
238,Order Management & Transaction Specialist,sweden,2007,2008,Arvato,1
239,Microsoft Dynamics 365 Specialist,sweden,2024-12,,Manta Marine Technologies,9
239,Microsoft 365 Consultant,sweden,2023-10,2024-10,Addovation,8
239,Product & Delivery IT Consultant,sweden,2022-08,2023-10,Addovation,7
239,IT Support Administrator,sweden,2019-10,2022-08,STENA RECYCLING INTERNATIONAL AB,6
239,Web Developer Internship,sweden,2018-04,2018-06,Logiken Reklambyrå AB,5
239,Translator,sweden,2012,2016,Ling2ling,4
239,Office Assistant,sweden,2011,2012,Orica,3
239,English Language Teacher,sweden,2008,2011,Elementary and Lower Secondary School No. 16,2
239,Order Management & Transaction Specialist,sweden,2007,2008,Arvato,1
240,Power Platform specialist,sweden,2026-01,,BDO Sverige,8
240,Application Specialist Microsoft 365,sweden,2024-07,2026-01,Axfood,7
240,Microsoft 365 consultant,sweden,2023-03,2024-06,Forefront Consulting,6
240,Microsoft 365 specialist,sweden,2020-09,2023-03,Dorite AB,5
240,Studying to become an IT consultant,sweden,2020-01,2020-04,"Academy, a part of Academic Work",4
240,System Manager,sweden,2013-12,2020-01,KPMG Sweden,3
240,Project Administrator,sweden,2010-05,2012-11,KPMG Advisory,2
240,Administrator and assistant to CEO,sweden,2006-03,2010-05,Toshiba Electronics Europe GmbH,1
241,Application Specialist,sweden,2024-12,,Coor,4
241,Power Platform Developer,sweden,2023-09,2024-12,twoday,3
241,Power Platform Developer,sweden,2022-10,2023-09,Avega Group AB,2
241,Dynamics 365 Field Service and Dynamics 365 M365/SharePoint Developer,sweden,2015-12,2022-10,Fellowmind,1
242,Power Platform and AI Lead,sweden,2026,,Bisqo,7
242,Head of Digitalisation,sweden,2025-02,2026-03,Upheads Sverige,6
242,Technical Lead Power Platform & Integrations,sweden,2021-01,2025-03,,5
242,Power Platform & Integrations Solution Architect,sweden,2020-08,2025-03,,4
242,Business Area Manager Education & Microsoft Certified Trainer,sweden,2017,2025-03,WeSafe IT,3
242,Business Development Sweden,sweden,2009-03,2012-01,Lycamobile,2
242,Project Manager Information Systems,sweden,1997-05,2007-01,Telelogic/IBM,1
243,D365 & Power Platform Consultant,sweden,2023-02,,XLENT,4
243,Shop Assistant,sweden,2021-11,2023-01,Rituals,3
243,Marketing Assistant,sweden,2021-01,2022-06,Lana Märsta AB,2
243,Cinema Worker,sweden,2019-02,2019-09,Filmstaden,1
244,Power BI Platform Manager,sweden,2023-12,,PostNord,5
244,Power BI Developer,sweden,2022-02,2023-11,PostNord,4
244,Data Analyst,sweden,2014-08,2017-11,Ericsson India,3
244,Integration Specialist,sweden,2012-07,2014-07,Ericsson India Private Limited (Implementors),2
244,Assistant Professor IT,sweden,2007-08,2010-05,Swami Keshvanand Institute of Technology,1
245,Power Platform and SharePoint Specialist,sweden,2024-04,,Embla Medical,5
245,Associate Consultant,sweden,2016-07,2024-04,Tata Consultancy Services,4
245,,sweden,2006-06,2016-06,ASTA,3
245,Trainee SE,sweden,2004-02,2006-06,Infosys,2
245,,sweden,2003-07,2004-01,Logistix Infotech,1
246,"Specialist, Dynamics CE & Power Platform",sweden,2024-10,,Accigo,14
246,Dynamics CRM Consultant,sweden,2022-01,2024-11,Accigo,13
246,Website & Social Media Coordinator,sweden,2019-06,2022-08,Xtraplats,12
