profile_id,job_title,country,start_date,end_date,company,position_in_career,job_label,seniority_level,duration_months
154,Consultant,sweden,2021-01,2024-04,SIGMA TECHNOLOGY CONSULTING AB,3,Other,3,39
154,Embedded Software Engineer for Robotic Control Systems,sweden,2021-01,2024-04,ABB,2,Traditional Software Development,3,39
154,Master Thesis Project,sweden,2020-01,2020-06,Arcticus Systems AB,1,Other,1,5
155,Software Engineer,sweden,2023-10,2024-01,Mälardalen University,4,Traditional Software Development,3,3
155,Full-stack Developer,sweden,2020-06,2022-08,Government High School,3,Traditional Software Development,3,26
155,Software Engineer,sweden,2021-11,2022-05,University of Kelaniya Sri Lanka,2,Traditional Software Development,3,6
155,Senior Information Technology Teacher,sweden,2018-06,2020-06,Government High School,1,Other,4,24
156,Software Developer,sweden,2024-09,,Ziklo Bank,7,Traditional Software Development,3,18
156,"Software Developer, consultant via Nexer",sweden,2023-09,2024-09,Ziklo Bank,6,Traditional Software Development,3,12
156,Consulting Software Developer,sweden,2023-02,2023-08,HiQ,5,Traditional Software Development,3,6
156,Legal Expert / Business Expert,sweden,2022-06,2023-02,H&M Group,4,Other,4,8
156,Debt Collection Officer,sweden,2020-08,2022-05,Lowell,3,Other,3,21
156,Student Mentor,sweden,2020-10,2021-03,"Gothenburg University, Department of Applied Information Technology",2,Other,1,5
156,Summer Intern - Customer Experience Operations,sweden,2018-05,2018-08,Volvo Cars,1,Other,1,3
157,Student Software Engineer,sweden,2024-10,2025-01,ABB,5,Traditional Software Development,1,3
157,IT Consultant and Trainer,sweden,2022-08,2023-08,Central Institute Of Hand Tools - India,4,Other,3,12
157,Software Consultant,sweden,2021-09,2022-08,Techcadd Computer Education Pvt. Ltd.,3,Other,3,11
157,Assistant Professor,sweden,2020-10,2021-07,Mata Gujri Khalsa College,2,Other,3,9
157,Assistant Professor,sweden,2019-01,2020-10,Guru Nanak Computer & Technical College,1,Other,3,21
158,Software Developer - Visibility Functions & Shared Service,sweden,2024-07,,Volvo Cars,9,Traditional Software Development,3,20
158,Global Graduate in Software Development,sweden,2022-08,2024-07,Volvo Cars,8,Traditional Software Development,2,23
158,Business Development Associate,sweden,2024-01,2024-04,Volvo Cars,7,Other,3,3
158,Associate Product Manager,sweden,2023-08,2023-12,Volvo Cars,6,Other,6,4
158,iOS Developer,sweden,2023-01,2023-04,Volvo Cars,5,Traditional Software Development,3,3
158,Software Developer in HIL testing,sweden,2022-08,2023-01,Volvo Cars,4,Traditional Software Development,3,5
158,Master Thesis Student,sweden,2021-04,2021-10,Institute for Visualization and Interactive Systems (HCICS),3,Other,1,6
158,Machine Learning Intern in Highly Automated Driving,sweden,2019-10,2020-04,Bosch,2,Traditional Software Development,1,6
158,Software Developer,sweden,2018-02,2019-09,KLDiscovery,1,Traditional Software Development,3,19
159,Global Operations Manager / Unit Manager,sweden,2017-01,,Sigma Technology Group,6,Other,6,110
159,"Vice President, Site Manager",sweden,2013-11,2016-12,Sigma Technology Group,5,Other,7,37
159,Unit Manager,sweden,2011-04,2013-11,Sigma Technology Group,4,Other,6,31
159,Team Leader,sweden,2008,2011,Sigma Kudos Sweden AB,3,Other,5,36
159,Site Manager,sweden,2007-11,2008-04,Sigma Kudos Sweden AB,2,Other,6,5
159,Information Engineer,sweden,2001,2008,Sigma Technology Group,1,Traditional Software Development,3,84
160,Software Verification Engineer,sweden,2026-02,,Volvo Construction Equipment,14,Traditional Software Development,3,1
160,IT Consultant,sweden,2023-09,2026-01,congere it-konsult ab,13,Other,3,28
160,Bartender,sweden,2018-05,2020-06,Pinchos,12,Other,0,25
160,Bartender & Waitress,sweden,2018-01,2018-06,"Rockbaren, Nyköping & Dominos",11,Other,0,5
160,Kitchen Staff,sweden,2016-06,2017-10,"Vipsgrillen, Nyköping",10,Other,0,16
160,Wedding Photographer,sweden,2017-08,2017-08,Freelance,9,Other,0,0
160,Production Manager,sweden,2015-05,2016-06,Food Folk Sverige AB (McDonald's Sverige),8,Other,6,13
160,Summer Worker,sweden,2015-06,2015-08,VRENA GRÖNT AB,7,Other,0,2
160,Wedding Photographer,sweden,2014-08,2014-08,Freelance,6,Other,0,0
160,Summer Worker,sweden,2014-07,2014-08,Nyköpings kommun,5,Other,0,1
160,Summer Worker,sweden,2014-06,2014-08,VRENA GRÖNT AB,4,Other,0,2
160,Wedding Waitress,sweden,2014-07,2014-07,Freelance,3,Other,0,0
160,Summer Worker,sweden,2013-07,2013-08,Nyköpings kommun,2,Other,0,1
160,Summer Worker,sweden,2013-06,2013-08,VRENA GRÖNT AB,1,Other,0,2
161,Assistant Advisor Software Development,sweden,2025-10,,WSP i Sverige,10,Other,3,5
161,Assistant Advisor Digital Solutions,sweden,2025-02,2025-09,WSP i Sverige,9,Other,3,7
161,Business Fellow,sweden,2025-03,2025-08,Perplexity,8,Other,3,5
161,Associate Technician Transportation Planning,sweden,2024-09,2024-11,WSP i Sverige,7,Other,3,2
161,Research Assistant,sweden,2024-07,2024-10,KTH Royal Institute of Technology,6,Other,3,3
161,Master Thesis,sweden,2024-01,2024-06,WSP,5,Other,3,5
161,Summer Intern,sweden,2023-06,2023-07,Scania Group,4,Other,1,1
161,Computer Science Subsystem Member,sweden,2021-06,2022-06,Team Rover ASEB,3,Traditional Software Development,3,12
161,Founder & President,sweden,2021-08,2022-05,Amrita Management and Leadership,2,Other,7,9
161,Team Member,sweden,2021-08,2022-01,Amrita Vishwa Vidyapeetham - Live-in-Labs,1,Other,3,5
162,Software Engineer 2,sweden,2024-12,,Axis Communications,6,Traditional Software Development,3,15
162,Software Development Engineer 2,sweden,2024-09,2024-12,Amazon,5,Traditional Software Development,3,3
162,Software Development Engineer 1,sweden,2022-07,2024-09,Amazon,4,Traditional Software Development,3,26
162,Software Development Engineer Intern,sweden,2022-02,2022-06,Amazon,3,Traditional Software Development,1,4
162,Technology Analyst Intern,sweden,2021-05,2021-07,Morgan Stanley,2,Other,1,2
162,Software Engineer Intern,sweden,2020-04,2020-08,Fosterate Pvt Limited,1,Traditional Software Development,1,4
163,Software Engineer,sweden,2022-08,,Sogeti,2,Traditional Software Development,3,43
163,Ledare Young Generation,sweden,2015-08,2022-06,CGI,1,Other,5,82
164,Software Engineer,sweden,2026-02,,Inter IKEA Group,6,Traditional Software Development,3,1
164,Software Developer,sweden,2023-10,2026-02,HCLTech,5,Traditional Software Development,3,28
164,Cloud Operations Engineer,sweden,2020-11,2023-09,,4,Traditional Software Development,3,34
164,Corporate Presenter,sweden,2020-08,2020-10,GRIFEO TECHNOLOGY,3,Other,3,2
164,Summer Intern,sweden,2019-06,2019-08,Asahi India Glass Limited (AIS),2,Other,1,2
164,Summer Intern,sweden,2018-07,2018-08,Uttarakhand Power Corporation Limited (UPCL),1,Other,1,1
165,Web Designer,sweden,2023-01,2023-07,Homer,4,Other,3,6
165,Website Manager,sweden,2015-03,2021-02,Amnpardaz Software Co.,3,Other,6,71
165,Content Manager,sweden,2013-08,2017-04,Amnpardaz Software Co.,2,Other,6,44
165,Software Engineer,sweden,2013-02,2017-04,Amnpardaz Software Co.,1,Traditional Software Development,3,50
166,Junior Engineer,sweden,2025-08,,Mycronic,5,Traditional Software Development,2,7
166,Summer Internship,sweden,2025-06,2025-08,Mycronic,4,Other,1,2
166,Instructor & Lecturer in Cybersecurity,sweden,2024-09,2025-12,Unga Forskare,3,Other,3,15
166,Student Ambassador,sweden,2023-10,2025-06,Kungliga Tekniska högskolan,2,Other,1,20
166,Station Host,sweden,2023-06,2024-02,MTR Mälartåg,1,Other,0,8
167,Software Engineer,sweden,2021-04,,Sogeti,15,Traditional Software Development,3,59
167,UX/UI Designer,sweden,2021-04,,Sogeti,14,Other,3,59
167,Lead Technologist,sweden,2021-04,,Sogeti,13,Other,5,59
167,Head Of Media and Design,sweden,2020-06,2021-03,Borlänge kommun,12,Other,6,9
167,Digital Designer,sweden,2020-02,2021-03,Borlänge kommun,11,Other,3,13
167,Product Designer,sweden,2020-02,2021-03,XQS International AB,10,Other,3,13
167,C# .NET Developer,sweden,2019-09,2020-06,"Academy, a part of Academic Work",9,Traditional Software Development,3,9
167,Columnist,sweden,2019-01,2020-02,Dalarnas Tidningar,8,Other,3,13
167,Head of Events,sweden,2018-03,2019-09,Female Legends,7,Other,6,18
167,Regional Manager,sweden,2018-03,2019-09,Unga Aktiesparare,6,Other,6,18
167,Member of the Management Board,sweden,2016-12,2019-09,Aktiespararna,5,Other,7,33
167,Columnist,sweden,2017-04,2018-02,Varvat.se,4,Other,3,10
167,Technician & Shipping coordinator,sweden,2015-08,2017-04,Ahlstrom,3,Other,3,20
167,Sales Coordinator,sweden,2013,2015,Modern Times Group MTG AB,2,Other,3,24
167,Journalist,sweden,2012,2014,Dalarnas Tidningar,1,Other,0,24
168,Senior Software Engineer,sweden,2025-03,,FDJ UNITED,6,Traditional Software Development,4,12
168,Senior Software Engineer,sweden,2024-04,2025-03,Kindred Group plc,5,Traditional Software Development,4,11
168,Java Software Engineer,sweden,2023-03,2024-03,Kindred Group plc,4,Traditional Software Development,3,12
168,Senior Software Developer,sweden,2014-06,2023-04,Informatics Services Corporation,3,Traditional Software Development,4,106
168,Java Developer,sweden,2012-09,2014-06,Informatics Services Corporation,2,Traditional Software Development,3,21
168,.NET Developer,sweden,2009-04,2012-09,Navaco Information Technology co.,1,Traditional Software Development,3,41
169,Software Engineer,sweden,2023-07,,Swedbank Robur,5,Traditional Software Development,3,32
169,Data Engineer,sweden,2022-06,2023-07,Sogeti,4,Traditional Software Development,3,13
169,Master Thesis,sweden,2022-01,2022-06,Elvenite,3,Other,0,5
169,Automationsinventeringsstöd,sweden,2020-06,2020-08,Vattenfall,2,Other,3,2
169,Butiksbiträde,sweden,2015-05,2020-05,ICA nära Handelsboden,1,Other,0,60
170,Senior Consultant,sweden,2022-06,,Capgemini,3,Other,4,45
170,Senior Data Engineer,sweden,2017-08,2022-03,Mr. Cooper,2,Traditional Software Development,4,55
170,Software Engineer,sweden,2014-06,2017-07,Larsen & Toubro Infotech Ltd,1,Traditional Software Development,3,37
171,Software Engineer - Frontend,sweden,2025-06,,Natural Cycles,9,Traditional Software Development,3,9
171,Software Developer,sweden,2022-08,2024-02,Grover,8,Traditional Software Development,3,18
171,Junior Frontend Developer,sweden,2021-04,2022-07,VoiceLine,7,Traditional Software Development,2,15
171,Senior Tech Recruiter,sweden,2020-09,2020-12,arculus – a Jungheinrich company,6,Other,4,3
171,Sr Tech Talent Acquisition,sweden,2019-01,2020-08,FREE NOW (formerly mytaxi),5,Other,4,19
171,Lead IT Recruiter at Sellbytel for Google Cloud,sweden,2017-06,2018-12,SELLBYTEL Group Spain,4,Other,5,18
171,Talent Acquisition Specialist and Talent Management,sweden,2016-10,2017-05,Alphanumeric Systems,3,Other,3,7
171,Sales & Marketing Consultant,sweden,2015-10,2016-10,Hays Response,2,Other,3,12
171,Contact Center Consultant,sweden,2014-10,2015-10,Randstad,1,Other,3,12
172,Software Engineer,sweden,2023-05,,Lassie,7,Traditional Software Development,3,34
172,Software Engineer,sweden,2022-04,2023-01,Kry,6,Traditional Software Development,3,9
172,Junior Developer,sweden,2019-12,2022-01,Umain,5,Traditional Software Development,2,25
172,Web Developer Internship,sweden,2019-10,2019-11,,4,Traditional Software Development,1,1
172,Export Manager,sweden,2017-09,2018-09,Renée Voltaire AB,3,Other,6,12
172,Sales Coordinator,sweden,2016-04,2017-09,,2,Other,3,17
172,Coordinator,sweden,2014-09,2016-01,Svenska Sportdykarförbundet,1,Other,3,16
173,Senior Software Engineer,sweden,2021-09,,SMG Swiss Marketplace Group,4,Traditional Software Development,4,54
173,Full Stack Engineer,sweden,2018-12,2021-08,TIQQE,3,Traditional Software Development,3,32
173,Integration Engineer,sweden,2014-02,2018-11,Enfo,2,Traditional Software Development,3,57
173,System Developer,sweden,2013-02,2014-01,IBM,1,Traditional Software Development,3,11
174,Senior Engineer,sweden,2022-03,,Klarna,5,Traditional Software Development,4,48
174,Lead Software Developer,sweden,2021-04,2022-03,Freecharge,4,Traditional Software Development,5,11
174,Associate Team Lead,sweden,2019-09,2021-03,Nagarro,3,Other,5,18
174,Senior Associate,sweden,2018-02,2019-09,Nagarro,2,Other,4,19
174,Associate,sweden,2014-02,2018-02,Cognizant,1,Other,3,48
175,Software Developer,sweden,2024-09,,Linnaeus University,1,Traditional Software Development,3,18
176,Software Engineer,sweden,2020-10,,Apple,12,Traditional Software Development,3,65
176,Scala developer,sweden,2020-01,2020-10,Company name is confidential,11,Traditional Software Development,3,9
176,Software Engineering Consultant,sweden,2019-01,2020-10,Consid AB,10,Traditional Software Development,3,21
176,.NET developer,sweden,2019-04,2019-12,Trygg-Hansa,9,Traditional Software Development,3,8
176,.NET developer,sweden,2019-01,2019-04,BRA - Braathens Regional Airlines,8,Traditional Software Development,3,3
176,Java backend developer,sweden,2015-06,2018-12,Netset AB,7,Traditional Software Development,3,42
176,Teaching assistant,sweden,2011,2015-06,Lund University,6,Other,3,53
176,C# developer,sweden,2013-06,2014-01,,5,Traditional Software Development,3,7
176,Software Engineering Intern,sweden,2014-06,2014-09,Google,4,Traditional Software Development,1,3
176,Teacher in mathematics,sweden,2013-06,2013-06,Frans Suell och Jörgen Kocks Gymnasium,3,Other,0,0
176,Android developer,sweden,2012-07,2012-10,Lunicore Studentkonsult,2,Traditional Software Development,3,3
176,Translator,sweden,2007,2008,Freelance,1,Other,0,12
177,Software Engineer,sweden,2023-01,,Freelance (Self employed),6,Traditional Software Development,3,38
177,Full Stack Developer,sweden,2022-01,2022-11,Tritux,5,Traditional Software Development,3,10
177,Full Stack Developer,sweden,2021-06,2021-09,Island digital service,4,Traditional Software Development,3,3
177,Full Stack Developer,sweden,2019-02,2019-05,INEDIT,3,Traditional Software Development,3,3
177,Web Developer,sweden,2018-06,2018-09,ADB,2,Traditional Software Development,3,3
177,Graphic Designer,sweden,2017-06,2017-08,Cherif Design,1,Other,3,2
178,Embedded Developer and Scrum Master,sweden,2025-08,,TRATON GROUP,8,Traditional Software Development,3,7
178,Senior Software Engineer,sweden,2025-05,,ALTEN,7,Traditional Software Development,4,10
178,Development Engineer,sweden,2023-02,2025-05,WeeQi,6,Traditional Software Development,3,27
178,Software Developer,sweden,2021-02,2024-09,Scania Group,5,Traditional Software Development,3,43
178,Software Developer,sweden,2021-02,2023-02,CLEEVEN Sc,4,Traditional Software Development,3,24
178,Front End Developer & Game Planner,sweden,2020-10,2020-11,Suigames Studios,3,Traditional Software Development,3,1
178,Software Developer and Executive Business Support,sweden,2017-04,2019-12,Experion Technologies,2,Other,7,32
178,Back End Developer,sweden,2015-07,2017-04,Empower Labs Pvt. Ltd.,1,Traditional Software Development,3,21
179,Software Engineer,sweden,2025,,H&M Group,7,Traditional Software Development,3,14
179,Tech Trainee,sweden,2024-08,2025-08,H&M Group,6,Other,1,12
179,Frontend Developer,sweden,2024-03,2024-07,Cetrez,5,Traditional Software Development,3,4
179,Master Thesis Student,sweden,2024-01,2024-06,Volvo Group,4,Other,1,5
179,Software Intern,sweden,2023-08,2024-01,Volvo Group,3,Traditional Software Development,1,5
179,Summer Intern,sweden,2023-06,2023-08,Volvo Group,2,Other,1,2
179,Female Tech Engineer Participant,sweden,2024-01,2024-03,CoGig,1,Other,3,2
180,Software Engineer,sweden,2024-07,,Klarna,8,Traditional Software Development,3,20
180,Senior Software Engineer,sweden,2022-06,2024-06,Carelon Global Solutions Ireland,7,Traditional Software Development,4,24
180,International Student Ambassador,sweden,2021-10,2022-09,"National University of Ireland, Galway",6,Other,1,11
180,Teaching Assistant,sweden,2021-09,2022-03,,5,Other,0,6
180,Senior Software Engineer,sweden,2021-01,2021-08,Orange Business Services,4,Traditional Software Development,4,7
180,Software Engineer,sweden,2019-08,2020-12,,3,Traditional Software Development,3,16
180,Senior Software Engineer,sweden,2018-07,2019-07,Newgen Software,2,Traditional Software Development,4,12
180,Software Engineer,sweden,2016-07,2018-07,,1,Traditional Software Development,3,24
181,Software Engineer,sweden,2018-10,,WirelessCar,3,Traditional Software Development,3,89
181,Associate,sweden,2014-06,2018-07,Cognizant,2,Other,3,49
181,Senior System Engineer,sweden,2010-07,2014-05,Infosys,1,Traditional Software Development,4,46
182,Software Developer - Customer Adaptations,sweden,2025-04,,Ericsson,9,Traditional Software Development,3,11
182,Software Engineer,sweden,2024-03,2025-02,Enqlare,8,Traditional Software Development,3,11
182,Software Engineer,sweden,2023-01,2024-02,Aurora Innovation,7,Traditional Software Development,3,13
182,Full-stack Developer,sweden,2022-12,2023-01,SALT - School of Applied Technology,6,Traditional Software Development,3,1
182,Full-stack Developer trainee,sweden,2022-08,2022-11,SALT - School of Applied Technology,5,Traditional Software Development,1,3
182,Assistant Manager,sweden,2021-04,2022-12,Inditex,4,Other,6,20
182,Assistant Manager,sweden,2017-12,2021-03,Inditex,3,Other,6,39
182,Sales Associate,sweden,2017-03,2017-11,Inditex,2,Other,0,8
182,Data Engineer Consultant,sweden,2016-09,2017-02,Alpha Money AE,1,Traditional Software Development,3,5
183,Software Engineer,sweden,2024-02,,Swedbank,9,Traditional Software Development,3,25
183,Data Engineer,sweden,2023-09,2023-12,Nexer Insight,8,Traditional Software Development,3,3
183,"Data Engineer - Senior Consultant, Insights & Data",sweden,2022-03,2023-09,Capgemini,7,Traditional Software Development,4,18
183,Business Intelligence Developer,sweden,2019-10,2022-03,Keolis Sverige AB,6,Traditional Software Development,3,29
183,Junior BI Developer,sweden,2018-11,2019-10,Keolis Sverige AB,5,Traditional Software Development,2,11
183,SQL BI Developer,sweden,2017-06,2018-10,Self-employed,4,Traditional Software Development,3,16
183,Junior BI Developer,sweden,2014-08,2016-06,KMG Infotech,3,Traditional Software Development,2,22
183,Junior Software Developer,sweden,2010-11,2012-10,Microlucid,2,Traditional Software Development,2,23
183,.Net developer,sweden,2010-11,2011-10,Microlucid,1,Traditional Software Development,3,11
184,Integrationsspecialist,sweden,2025-04,,Region Stockholm,3,Low-Code/No-Code Development,4,11
184,Avdelningsassistent,sweden,2022-04,,Huddinge kommun,2,Other,3,47
184,Lagermedarbetare,sweden,2020-11,2020-12,Haninge kommun,1,Other,0,1
185,Software Engineer,sweden,2024-02,,Volvo Cars,4,Traditional Software Development,3,25
185,Technical Consultant,sweden,2022-03,2024-02,MCA,3,Other,3,23
185,Specialist Engineer,sweden,2020-10,2022-06,,2,Traditional Software Development,4,20
185,Senior Engineer,sweden,2016-05,2020-09,Tata Elxsi,1,Traditional Software Development,4,52
186,Software Engineer,sweden,2019-03,,Spotify,3,Traditional Software Development,3,84
186,Developer,sweden,2015-08,,Yandex,2,Traditional Software Development,3,127
186,Python Developer,sweden,2013-03,2015-08,Lamoda Group,1,Traditional Software Development,3,29
187,Software Engineer,sweden,2024-06,,Volvo Cars,9,Traditional Software Development,3,21
187,Technical Consultant,sweden,2023-01,2024-06,Nexer Group,8,Other,3,17
187,Technical Specialist,sweden,2021-10,2023-01,Wiley Global Technology (Pvt) Limited,7,Other,3,15
187,Technical Lead,sweden,2018-05,2021-10,Softcodeit Solutions (Pvt) Ltd.,6,Traditional Software Development,5,41
187,Associate Technical Lead,sweden,2016-07,2018-04,Persistent Systems,5,Traditional Software Development,5,21
187,Senior Software Engineer,sweden,2013-09,2016-06,,4,Traditional Software Development,4,33
187,Software Engineer,sweden,2012-09,2013-09,,3,Traditional Software Development,3,12
187,Associate Software Engineer,sweden,2011-09,2012-09,,2,Traditional Software Development,3,12
187,Associate Software Engineer,sweden,2010-03,2010-08,Science Land Software (Pvt) Ltd,1,Traditional Software Development,2,5
188,Software Engineer,sweden,2020-02,,Google,7,Traditional Software Development,3,73
188,Senior Quantitative Researcher,sweden,2019-01,2020-02,WorldQuant,6,Other,4,13
188,Quantitative Researcher,sweden,2017-07,2019-01,WorldQuant,5,Other,3,18
188,Data Science Intern,sweden,2017-05,2017-06,ShareChat,4,Traditional Software Development,1,1
188,Research Intern,sweden,2016-05,2016-07,Adobe,3,Other,1,2
188,Research Intern,sweden,2016-01,2016-04,"Prof. Vimal Kumar, Applied Game Theory",2,Other,1,3
188,Research Intern,sweden,2015-05,2015-07,Prof. Praveen Paruchuri,1,Other,1,2
189,Software Engineer,sweden,2023-08,,Microsoft,5,Traditional Software Development,3,31
189,Senior Software Engineer,sweden,2022-01,2023-08,Nuance Communications,4,Traditional Software Development,4,19
189,Deployment Engineer,sweden,2020-01,2021-12,,3,Traditional Software Development,3,23
189,JavaScript Developer,sweden,2018-08,2020-01,,2,Traditional Software Development,3,17
189,Frontend Web Developer,sweden,2017-07,2018-08,One Planet Rating,1,Traditional Software Development,3,13
190,Software Engineer,sweden,2023-12,,Lund University,11,Traditional Software Development,3,27
190,Code Mentor,sweden,2023-06,,Pink Programming,10,Other,3,33
190,Software Engineer | Founder,sweden,2022-03,2024-04,TeamUpNow.tech,9,Traditional Software Development,7,25
190,Data Scientist,sweden,2020-09,2021-09,Godoro,8,Traditional Software Development,3,12
190,Data Scientist,sweden,2020-02,2021-01,Istanbul Egetim Merkezi,7,Traditional Software Development,3,11
190,English Second Language Tutor,sweden,2007-08,2018-08,Self-Employed,6,Other,0,132
190,English Second Language Teacher,sweden,2017-11,2018-04,English Time,5,Other,0,5
190,University Teacher,sweden,2016-08,2017-09,,4,Other,3,13
190,Lyceum Teacher,sweden,2016-08,2017-09,,3,Other,0,13
190,English Second Language Teacher,sweden,2010-09,2013-06,U.S. Embassy Tashkent,2,Other,0,33
190,Teacher at Orphanage House,sweden,2010-09,2013-06,,1,Other,0,33
191,Software Engineer,sweden,2024-04,,Swedbank,8,Traditional Software Development,3,23
191,Senior Software Developer,sweden,2019-02,2024-03,Nexer Group,7,Traditional Software Development,4,61
191,Full-stack Developer,sweden,2021-10,2023-03,"Jeppesen, a Boeing Company",6,Traditional Software Development,3,17
191,Developer,sweden,2020-12,2021-10,Telia,5,Traditional Software Development,3,10
191,Developer,sweden,2020-01,2020-04,Volvo Financial Services,4,Traditional Software Development,3,3
191,Software Developer,sweden,2016-08,2019-01,SAP,3,Traditional Software Development,3,29
191,Working Student,sweden,2016-02,2016-07,SAP,2,Other,1,5
191,Internship,sweden,2015-06,2016-01,QIAGEN,1,Other,1,7
192,Senior Software Engineer,sweden,2025-04,,Voi Technology,7,Traditional Software Development,4,11
192,Senior Software Engineer,sweden,2023-10,2025-04,Volvo Cars,6,Traditional Software Development,4,18
192,Backend Developer,sweden,2020-02,2023-10,Volvo Car Mobility,5,Traditional Software Development,3,44
192,Software Engineer,sweden,2016-08,2020-02,Klarna,4,Traditional Software Development,3,42
192,QA Engineer,sweden,2016-02,2016-07,Quinyx,3,Traditional Software Development,3,5
192,Senior Consultant,sweden,2011-04,2015-10,ThoughtWorks,2,Other,4,54
192,Consultant,sweden,2011-03,2014-11,ThoughtWorks,1,Other,3,44
193,Software Engineer,sweden,2025-08,,Hitachi Energy,5,Traditional Software Development,3,7
193,DevOps Engineer,sweden,2022-11,2025-07,Öresundskraft,4,Traditional Software Development,3,32
193,Consultant,sweden,2021-08,2022-11,CGI,3,Other,3,15
193,Developer,sweden,2021-06,2021-08,Axis Communications,2,Traditional Software Development,3,2
193,Bachelor Thesis,sweden,2021-01,2021-06,Axiell Group,1,Other,0,5
194,Software Engineer,sweden,2022-06,,Neo4j,8,Traditional Software Development,3,45
194,Frontend Developer,sweden,2021-08,2022-02,Technigo,7,Traditional Software Development,3,6
194,"Revenue Manager, APAC",sweden,2019-04,2022-02,Qlik,6,Other,6,34
194,"Team Lead Revenue, APAC",sweden,2015-04,2019-03,Qlik,5,Other,5,47
194,Revenue Accountant,sweden,2013-10,2015-03,Qlik,4,Other,3,17
194,Global Development Program,sweden,2012-02,2012-05,AIESEC Peru,3,Other,3,3
194,Local Committee Vice President,sweden,2011-08,2012,AIESEC,2,Other,7,5
194,Supplemental Instruction Leader in Mandarin Chinese,sweden,2011-09,2011-12,Lund University,1,Other,5,3
195,Web Developer,sweden,2018-02,,Spotify,7,Traditional Software Development,3,97
195,Full Stack Web Developer,sweden,2016-10,2018-01,Bravi Software,6,Traditional Software Development,3,15
195,Developer/Data Scientist,sweden,2016-03,2016-10,,5,Traditional Software Development,3,7
195,Software Engineer,sweden,2014-03,2016-03,,4,Traditional Software Development,3,24
195,Co-owner/Developer,sweden,2012-09,2013-12,Dauphin.cc,3,Traditional Software Development,7,15
195,"Owner of Undergraduated Scholarship (Research, Extension and Education)",sweden,2009-10,2013-03,PET Computação,2,Other,1,41
195,Owner of Undergraduated Volunteer Scolarship (Parallel and Distributed Programming),sweden,2009-03,2009-10,,1,Other,7,7
196,Software Engineer,sweden,2025-03,,Sellpy,3,Traditional Software Development,3,12
196,Software Developer,sweden,2022-09,2025-03,Omegapoint,2,Traditional Software Development,3,30
196,Fullstack Developer (voluntary work),sweden,2020-11,2022-09,Uppsala Systemvetare,1,Traditional Software Development,3,22
197,Software Engineer,sweden,2019-08,,Cisco,10,Traditional Software Development,3,79
197,Master thesis: Back-end developer,sweden,2019-01,2019-07,Cisco,9,Other,3,6
197,Service Engineer,sweden,2017-05,2019-08,Teracom AB,8,Traditional Software Development,3,27
197,"Teaching assistant in ""Operating Systems"" (ID1206)",sweden,2018-10,2018-12,Royal Institute of Technology,7,Other,3,2
197,"Teaching assistant in ""Distributed Systems, Basic Course"" (ID2201)",sweden,2018-08,2018-10,Royal Institute of Technology,6,Other,3,2
197,"Teaching assistant in ""Operating systems"" (ID1206)",sweden,2017-10,2017-12,Royal Institute of Technology,5,Other,3,2
197,Summer job: Back-end developer,sweden,2017-06,2017-07,Anchr,4,Traditional Software Development,3,1
197,Bachelor thesis: Back-end developer,sweden,2017-04,2017-06,Anchr,3,Traditional Software Development,3,2
197,Studybuddy,sweden,2013-06,2016-12,Studybuddy AB,2,Other,0,42
197,R&D Management Support,sweden,2013-06,2014-04,Ericsson,1,Other,6,10
198,Software Engineer,sweden,2023-01,,Plejd,11,Traditional Software Development,3,38
198,Freelance Software Developer,sweden,2011-11,,In Love With Code,10,Traditional Software Development,3,172
198,Author,sweden,2013-04,,Pluralsight,9,Other,3,155
198,Software Developer,sweden,2020-01,2023-04,Greenbyte,8,Traditional Software Development,3,39
198,"Software Developer, Cloud Architect",sweden,2014-11,2020-01,Konstrukt AB,7,Traditional Software Development,3,62
198,Host,sweden,2013-04,2014-06,Get Up and Code Podcast,6,Other,0,14
198,System developer,sweden,2012-04,2013-09,,5,Traditional Software Development,3,17
198,Internship,sweden,2012-01,2012-04,,4,Other,1,3
198,Technical Evangelist,sweden,2012-07,2013-08,Telerik,3,Other,3,13
198,Internship,sweden,2012-02,2012-04,Sprawl,2,Other,1,2
198,Web administrator,sweden,2008-11,2011-07,Crazy Piano Nightclub,1,Other,3,32
199,SW Release Responsible,sweden,2022-01,,Amaris Consulting,4,Other,3,50
199,System Test Lead,sweden,2021-07,2022-01,Bosch Engineering and Business Solutions,3,Other,5,6
199,Senior Software Engineer,sweden,2017-07,2021-06,Bosch Engineering and Business Solutions,2,Traditional Software Development,4,47
199,Software Engineer,sweden,2014-06,2017-06,Bosch Engineering and Business Solutions,1,Traditional Software Development,3,36
200,Lecturer in Software Engineering,sweden,2010,,Blekinge Institute of Technology,6,Other,3,194
200,Researcher - Requirements Engineering (PhD Studies),sweden,2006,2010,Blekinge Institute of Technology,5,Other,1,48
200,Lecturer,sweden,2001-09,2006-07,Blekinge Institute of Technology,4,Other,3,58
200,Visiting researcher,sweden,2007,2009,Ericsson AB,3,Other,3,24
200,"Software designer, Developer",sweden,2000-04,2000-08,Georgian Consulting Group,2,Traditional Software Development,3,4
200,"Database designer, Developer",sweden,1997,2000,Georgian Technical University,1,Traditional Software Development,3,36
201,Embedded Software Developer,sweden,2022-09,,Volvo Trucks,6,Traditional Software Development,3,42
